
|WAPE-FM     |95.1  MHz |FS |236 |ND  |-                   |C  |-  |LIC    |JACKSONVILLE             |FL |US |BLH    -19960111KI  |100.   kW |100.   kW |260.0   |260.0   |70863      |N |30 |19 |22.00 |W |81  |38 |34.00 |COX RADIO, INC.                                                             |   0.00 km |   0.00 mi |  0.00 deg |263.   m|263.0  m|-         |-       |-       |262.   m|218306    |
|WAPE-FM     |95.1  MHz |FS |236 |ND  |-                   |C  |-  |LIC    |JACKSONVILLE             |FL |US |BXLH   -20020422AAC |100.   kW |100.   kW |140.0   |140.0   |70863      |N |30 |17 |14.00 |W |81  |44 |55.00 |COX RADIO, INC.                                                             |   0.00 km |   0.00 mi |  0.00 deg |151.   m|151.0  m|-         |-       |1049476 |145.   m|593324    |
|WFKS        |95.1  MHz |FS |236 |ND  |-                   |A  |-  |LIC    |MELBOURNE                |FL |US |BXMLH  -20060926AKL |1.2    kW |1.2    kW |64.0    |64.0    |11409      |N |28 |4  |41.00 |W |80  |35 |57.00 |CAPSTAR TX, LLC                                                             |   0.00 km |   0.00 mi |  0.00 deg |67.    m|67.0   m|-         |-       |1030590 |67.    m|1148258   |
|WFKS        |95.1  MHz |FS |236 |ND  |-                   |A  |-  |LIC    |MELBOURNE                |FL |US |BXMLH  -20160906ADJ |1.2    kW |1.2    kW |64.0    |64.0    |11409      |N |28 |4  |42.00 |W |80  |35 |56.00 |CAPSTAR TX, LLC                                                             |   0.00 km |   0.00 mi |  0.00 deg |67.    m|67.0   m|-         |-       |1030590 |67.    m|1738027   |
|WAPE-FM     |95.1  MHz |FA |236 |ND  |-                   |C  |-  |USE    |JACKSONVILLE             |FL |US |-      --           |-      kW |-      kW |-       |-       |70863      |N |30 |19 |22.00 |W |81  |38 |34.00 |-                                                                           |   0.00 km |   0.00 mi |  0.00 deg |-      m|-      m|-         |-       |-       |0.     m|291635    |
|WFKS        |95.1  MHz |FA |236 |ND  |-                   |A  |-  |USE    |MELBOURNE                |FL |US |-      --           |-      kW |-      kW |-       |-       |11409      |N |28 |8  |8.00  |W |80  |35 |35.00 |-                                                                           |   0.00 km |   0.00 mi |  0.00 deg |-      m|-      m|-         |-       |-       |0.     m|300555    |
|WBPC        |95.1  MHz |FA |236 |ND  |-                   |C3 |-  |USE    |EBRO                     |FL |US |-      --           |-      kW |-      kW |-       |-       |164212     |N |30 |34 |6.00  |W |85  |48 |28.00 |MASSMEDIA, INC.                                                             |   0.00 km |   0.00 mi |  0.00 deg |-      m|-      m|-         |-       |-       |0.     m|1043611   |
|W236AO      |95.1  MHz |FX |236 |ND  |-                   |D  |-  |LIC    |PORT ST. LUCIE           |FL |US |BLFT   -20061010ABF |0.013  kW |0.013  kW |130.3   |0.0     |146634     |N |27 |26 |7.00  |W |80  |21 |41.00 |GLADES MEDIA COMPANY LLC                                                    |   0.00 km |   0.00 mi |  0.00 deg |135.   m|135.0  m|75440     |-       |1032455 |130.   m|1153913   |
|W282BG      |95.1  MHz |FX |236 |DA  |-                   |D  |-  |CP     |GRANT                    |FL |US |BPFT   -20160705ACH |0.087  kW |0.087  kW |0.0     |0.0     |138521     |N |26 |45 |47.00 |W |80  |12 |19.00 |PALM BEACH RADIO GROUP, LLC                                                 |   0.00 km |   0.00 mi |  0.00 deg |119.   m|119.0  m|124850    |145.    |1018586 |113.   m|1732413   |
|W236AO      |95.1  MHz |FX |236 |ND  |-                   |D  |-  |CP     |PORT ST. LUCIE           |FL |US |BPFT   -20160926AAK |0.25   kW |0.25   kW |0.0     |0.0     |146634     |N |27 |26 |7.00  |W |80  |21 |41.00 |GLADES MEDIA COMPANY LLC                                                    |   0.00 km |   0.00 mi |  0.00 deg |161.   m|161.0  m|125807    |-       |1032455 |155.   m|1737993   |
|WXCV        |95.3  MHz |FM |237 |ND  |-                   |A  |-  |LIC    |HOMOSASSA SPRINGS        |FL |US |BLH    -20030612AJI |6.     kW |6.     kW |100.0   |100.0   |71693      |N |28 |50 |3.00  |W |82  |39 |34.00 |WXOF, INC.                                                                  |   0.00 km |   0.00 mi |  0.00 deg |102.2  m|102.2  m|-         |-       |1233517 |102.   m|667034    |
|WPYO        |95.3  MHz |FM |237 |DA  |-                   |C3 |-  |LIC    |MAITLAND                 |FL |US |BLH    -20040325AHN |12.    kW |12.    kW |144.0   |144.0   |1186       |N |28 |34 |27.00 |W |81  |27 |46.00 |COX RADIO, INC.                                                             |   0.00 km |   0.00 mi |  0.00 deg |173.   m|173.0  m|64845     |0.      |1058666 |137.   m|985691    |
|WOLZ        |95.3  MHz |FM |237 |ND  |-                   |C1 |-  |LIC    |FORT MYERS               |FL |US |BMLH   -20100128AAF |79.    kW |79.    kW |145.0   |145.0   |13898      |N |26 |30 |18.00 |W |81  |51 |14.00 |CLEAR CHANNEL BROADCASTING LICENSES, INC.                                   |   0.00 km |   0.00 mi |  0.00 deg |146.   m|146.0  m|-         |-       |1038046 |143.   m|1354963   |
|WXEI-LP     |95.3  MHz |FL |237 |ND  |-                   |L1 |-  |LIC    |CRESTVIEW                |FL |US |BLL    -20030611AAY |0.1    kW |0.     kW |28.1    |0.0     |134286     |N |30 |45 |42.00 |W |86  |34 |14.00 |X-STATIC ENTERPRISES INC.                                                   |   0.00 km |   0.00 mi |  0.00 deg |85.    m|0.0    m|-         |-       |-       |14.    m|667072    |
|WJEW-LP     |95.3  MHz |FL |237 |ND  |-                   |L1 |-  |LIC    |MIAMI                    |FL |US |BLL    -20150306ANR |0.031  kW |0.031  kW |52.5    |0.0     |196430     |N |25 |28 |7.70  |W |80  |29 |7.40  |MINISTERIO INTERNACIONAL DIOS TE AMA CORP                                   |   0.00 km |   0.00 mi |  0.00 deg |54.2   m|0.0    m|-         |-       |1030048 |51.8   m|1672954   |
|WLJM-LP     |95.3  MHz |FL |237 |ND  |-                   |L1 |-  |LIC    |MIAMI BEACH              |FL |US |BLL    -20160415AAH |0.049  kW |0.049  kW |43.0    |0.0     |194917     |N |25 |55 |3.00  |W |80  |9  |26.00 |CALVARY CHAPEL OF MIAMI BEACH, INC.                                         |   0.00 km |   0.00 mi |  0.00 deg |43.    m|0.0    m|-         |-       |1019600 |40.    m|1724396   |
|WOLZ        |95.3  MHz |FS |237 |ND  |-                   |C1 |-  |LIC    |FORT MYERS               |FL |US |BMLH   -19960111KU  |3.     kW |3.     kW |100.0   |100.0   |13898      |N |26 |39 |34.00 |W |81  |50 |44.00 |CLEAR CHANNEL BROADCASTING LICENSES, INC.                                   |   0.00 km |   0.00 mi |  0.00 deg |104.   m|104.0  m|-         |-       |-       |101.   m|218329    |
|WOLZ        |95.3  MHz |FA |237 |ND  |-                   |C1 |-  |USE    |FORT MYERS               |FL |US |-      --           |-      kW |-      kW |-       |-       |13898      |N |26 |40 |30.00 |W |82  |10 |0.00  |-                                                                           |   0.00 km |   0.00 mi |  0.00 deg |-      m|-      m|-         |-       |-       |0.     m|291597    |
|-           |95.3  MHz |FA |237 |ND  |-                   |C3 |-  |USE    |MAITLAND                 |FL |US |RM     -10636       |-      kW |-      kW |-       |-       |0          |N |28 |39 |38.00 |W |81  |13 |2.00  |COX RADIO, INC.                                                             |   0.00 km |   0.00 mi |  0.00 deg |-      m|-      m|-         |-       |-       |0.     m|607084    |
|-           |95.3  MHz |FA |237 |ND  |-                   |A  |-  |USE    |HOMOSASSA SPRINGS        |FL |US |RM     -10636       |-      kW |-      kW |-       |-       |0          |N |28 |50 |3.00  |W |82  |39 |34.00 |COX RADIO, INC.                                                             |   0.00 km |   0.00 mi |  0.00 deg |-      m|-      m|-         |-       |-       |0.     m|609094    |
|-           |95.3  MHz |FA |237 |ND  |-                   |C3 |-  |USE    |KEY LARGO                |FL |US |RM     -10970       |-      kW |-      kW |-       |-       |0          |N |25 |5  |24.00 |W |80  |26 |36.00 |PAUL B. CHRISTENSEN                                                         |   0.00 km |   0.00 mi |  0.00 deg |-      m|-      m|-         |-       |-       |0.     m|977396    |
|W237CP      |95.3  MHz |FX |237 |ND  |-                   |D  |-  |LIC    |MIAMI                    |FL |US |BLFT   -20060612AAR |0.07   kW |0.07   kW |50.0    |0.0     |144469     |N |25 |45 |23.80 |W |80  |22 |26.80 |FLORIDA INTERNATIONAL UNIVERSITY                                            |   0.00 km |   0.00 mi |  0.00 deg |50.    m|50.0   m|66823     |-       |-       |49.    m|1133657   |
|W237CW      |95.3  MHz |FX |237 |ND  |-                   |D  |-  |LIC    |PINELLAS PARK            |FL |US |BLFT   -20120604ABJ |0.25   kW |0.25   kW |161.1   |0.0     |147104     |N |27 |52 |0.50  |W |82  |37 |26.50 |RADIO TRAINING NETWORK, INC.                                                |   0.00 km |   0.00 mi |  0.00 deg |162.   m|162.0  m|108532    |-       |1020779 |160.   m|1501815   |
|W237BE      |95.3  MHz |FX |237 |DA  |-                   |D  |-  |CP     |PENSACOLA                |FL |US |BPFT   -20130820ACC |0.     kW |0.25   kW |0.0     |0.0     |146196     |N |30 |37 |30.00 |W |87  |26 |39.00 |DIVINE WORD COMMUNICATIONS                                                  |   0.00 km |   0.00 mi |  0.00 deg |0.0    m|305.   m|117648    |0.      |1235802 |259.   m|1622941   |
|W237CN      |95.3  MHz |FX |237 |ND  |-                   |D  |-  |LIC    |PERRY                    |FL |US |BLFT   -20150427AFP |0.25   kW |0.25   kW |0.0     |0.0     |147496     |N |30 |6  |27.00 |W |83  |34 |0.00  |DOCKINS COMMUNICATIONS, INC.                                                |   0.00 km |   0.00 mi |  0.00 deg |74.    m|74.0   m|121107    |-       |1213499 |59.    m|1677010   |
|W237EJ      |95.3  MHz |FX |237 |ND  |-                   |D  |-  |LIC    |GAINESVILLE              |FL |US |BLFT   -20150819AAK |0.25   kW |0.25   kW |0.0     |0.0     |143046     |N |29 |42 |34.00 |W |82  |23 |40.00 |RFENGINEERS.COM, INC                                                        |   0.00 km |   0.00 mi |  0.00 deg |192.   m|192.0  m|121510    |-       |1029807 |137.   m|1685766   |
|W237BD      |95.3  MHz |FX |237 |DA  |-                   |D  |-  |LIC    |BOCA RATON               |FL |US |BLFT   -20161107ABQ |0.25   kW |0.25   kW |0.0     |0.0     |138667     |N |26 |22 |11.70 |W |80  |10 |22.80 |BEASLEY MEDIA GROUP, LLC                                                    |   0.00 km |   0.00 mi |  0.00 deg |151.   m|151.0  m|124518    |8.      |1059076 |147.   m|1744017   |
|WNDD        |95.5  MHz |FM |238 |ND  |-                   |A  |-  |LIC    |SILVER SPRINGS           |FL |US |BLH    -19950501KA  |6.     kW |6.     kW |100.0   |100.0   |1099       |N |29 |16 |55.00 |W |82  |2  |50.00 |OCALA BROADCASTING CORPORATION, L.L.C.                                      |   0.00 km |   0.00 mi |  0.00 deg |118.   m|118.0  m|-         |-       |-       |102.   m|208663    |
|WLDI        |95.5  MHz |FM |238 |ND  |-                   |C1 |-  |LIC    |JUNO BEACH               |FL |US |BLH    -20081124ACU |100.   kW |100.   kW |282.0   |282.0   |2680       |N |27 |7  |19.00 |W |80  |23 |20.00 |CLEAR CHANNEL BROADCASTING LICENSES, INC.                                   |   0.00 km |   0.00 mi |  0.00 deg |290.8  m|290.8  m|-         |-       |1029632 |282.   m|1280230   |
|WNDD        |95.5  MHz |FM |238 |ND  |-                   |A  |-  |CP     |SILVER SPRINGS           |FL |US |BPH    -20150209ACP |6.     kW |6.     kW |97.0    |97.0    |1099       |N |29 |16 |56.69 |W |82  |2  |48.98 |OCALA BROADCASTING CORPORATION, L.L.C.                                      |   0.00 km |   0.00 mi |  0.00 deg |120.   m|120.0  m|-         |-       |1036812 |102.   m|1673114   |
|WCPL-LP     |95.5  MHz |FL |238 |ND  |-                   |L1 |-  |LIC    |MERRITT ISLAND           |FL |US |BMLL   -20120409ABS |0.1    kW |0.1    kW |28.0    |0.0     |133184     |N |28 |21 |21.00 |W |80  |42 |8.00  |DAVID CRAWFORD                                                              |   0.00 km |   0.00 mi |  0.00 deg |31.    m|0.0    m|-         |-       |-       |28.    m|1486559   |
|WSKR-LP     |95.5  MHz |FL |238 |ND  |-                   |L1 |-  |LIC    |JACKSONVILLE             |FL |US |BLL    -20150408ACW |0.077  kW |0.077  kW |34.0    |0.0     |192263     |N |30 |16 |27.00 |W |81  |30 |28.00 |UNIVERSITY OF NORTH FLORIDA BOARD OF TRUSTEES                               |   0.00 km |   0.00 mi |  0.00 deg |41.    m|0.0    m|-         |-       |-       |29.    m|1675549   |
|WLDI        |95.5  MHz |FS |238 |ND  |-                   |C1 |-  |LIC    |JUNO BEACH               |FL |US |BXLH   -20130404ABB |15.    kW |15.    kW |264.0   |264.0   |2680       |N |27 |1  |31.00 |W |80  |10 |43.00 |CLEAR CHANNEL BROADCASTING LICENSES, INC.                                   |   0.00 km |   0.00 mi |  0.00 deg |267.   m|267.0  m|-         |-       |1018573 |262.   m|1549779   |
|WNDD        |95.5  MHz |FA |238 |ND  |-                   |A  |-  |USE    |SILVER SPRINGS           |FL |US |-      --           |-      kW |-      kW |-       |-       |1099       |N |29 |19 |2.00  |W |82  |9  |48.00 |OCALA BROADCASTING CORPORATION, L.L.C.                                      |   0.00 km |   0.00 mi |  0.00 deg |-      m|-      m|-         |-       |-       |0.     m|1673449   |
|W238BW      |95.5  MHz |FX |238 |ND  |-                   |D  |-  |LIC    |LAKE CITY                |FL |US |BLFT   -20140113ADT |0.25   kW |0.25   kW |105.2   |0.0     |158581     |N |30 |9  |20.00 |W |82  |38 |14.00 |CIRCUITWERKES, INC.                                                         |   0.00 km |   0.00 mi |  0.00 deg |141.   m|141.0  m|114762    |-       |1031340 |111.   m|1619948   |
|W292DM      |95.5  MHz |FX |238 |ND  |-                   |D  |-  |CP     |PANAMA CITY              |FL |US |BPFT   -20140128AGU |0.01   kW |0.01   kW |0.0     |0.0     |140054     |N |30 |11 |41.00 |W |85  |37 |51.00 |WAY MEDIA , INC.                                                            |   0.00 km |   0.00 mi |  0.00 deg |99.    m|99.0   m|117602    |-       |1284436 |88.    m|1622638   |
|W238AM      |95.5  MHz |FX |238 |ND  |-                   |D  |-  |LIC    |TITUSVILLE               |FL |US |BLFT   -20140131AQW |0.1    kW |0.1    kW |29.7    |0.0     |141318     |N |28 |37 |4.00  |W |80  |48 |39.00 |MIMS COMMUNITY RADIO, INC.                                                  |   0.00 km |   0.00 mi |  0.00 deg |32.    m|32.0   m|112869    |-       |-       |30.    m|1623533   |
|WBTP        |95.7  MHz |FM |239 |ND  |-                   |C1 |-  |LIC    |CLEARWATER               |FL |US |BMLH   -20041215ACC |100.   kW |100.   kW |185.0   |185.0   |41382      |N |27 |52 |0.00  |W |82  |37 |27.00 |CLEAR CHANNEL BROADCASTING LICENSES, INC.                                   |   0.00 km |   0.00 mi |  0.00 deg |186.   m|186.0  m|30615     |-       |1020779 |184.   m|1034998   |
|WRMA        |95.7  MHz |FM |239 |DA  |-                   |C2 |-  |LIC    |NORTH MIAMI BEACH        |FL |US |BLH    -20100420AIC |40.    kW |40.    kW |167.0   |167.0   |48368      |N |25 |46 |24.00 |W |80  |11 |18.00 |WXDJ LICENSING, INC.                                                        |   0.00 km |   0.00 mi |  0.00 deg |170.   m|170.0  m|98465     |0.      |1047672 |168.   m|1363943   |
|WPLV        |95.7  MHz |FM |239 |ND  |-                   |C3 |-  |LIC    |NAVARRE                  |FL |US |BMLED  -20131028AOQ |25.    kW |25.    kW |86.0    |86.0    |52024      |N |30 |27 |2.00  |W |86  |51 |59.00 |EDUCATIONAL MEDIA FOUNDATION                                                |   0.00 km |   0.00 mi |  0.00 deg |104.   m|104.0  m|-         |-       |1200014 |76.    m|1581583   |
|WPLV        |95.7  MHz |FM |239 |ND  |-                   |C3 |-  |CP     |NAVARRE                  |FL |US |BPED   -20140324ACD |25.    kW |25.    kW |100.0   |100.0   |52024      |N |30 |27 |0.00  |W |86  |51 |58.90 |EDUCATIONAL MEDIA FOUNDATION                                                |   0.00 km |   0.00 mi |  0.00 deg |110.8  m|110.8  m|-         |-       |1200014 |82.5   m|1670645   |
|WHNJ        |95.7  MHz |FM |239 |ND  |-                   |C3 |-  |LIC    |BIG PINE KEY             |FL |US |BLED   -20150902AAA |12.5   kW |12.5   kW |141.4   |141.4   |184726     |N |24 |40 |35.90 |W |81  |30 |38.70 |MULTICARE FOUNDATION, INC.                                                  |   0.00 km |   0.00 mi |  0.00 deg |141.4  m|141.4  m|-         |-       |1053369 |140.2  m|1686671   |
|WHOG-FM     |95.7  MHz |FM |239 |ND  |-                   |C2 |-  |LIC    |ORMOND-BY-THE-SEA        |FL |US |BLH    -20150928AEN |48.    kW |48.    kW |100.0   |100.0   |24365      |N |29 |14 |11.00 |W |81  |4  |22.00 |SOUTHERN STONE COMMUNICATIONS, LLC                                          |   0.00 km |   0.00 mi |  0.00 deg |103.   m|103.0  m|-         |-       |1040354 |94.    m|1689469   |
|WLPM-LP     |95.7  MHz |FL |239 |ND  |-                   |L1 |-  |LIC    |CHRISTMAS                |FL |US |BLL    -20061121AFH |0.1    kW |0.1    kW |28.0    |0.0     |135433     |N |28 |32 |17.00 |W |81  |7  |53.00 |ORANGE BLOSSOM COMMUNITY MEDIA ASSOCIATION                                  |   0.00 km |   0.00 mi |  0.00 deg |45.    m|0.0    m|-         |-       |-       |30.    m|1161079   |
|WGSE-LP     |95.7  MHz |FL |239 |ND  |-                   |L1 |-  |LIC    |SEBRING                  |FL |US |BLL    -20070202AAW |0.1    kW |0.1    kW |27.8    |0.0     |135746     |N |27 |30 |43.00 |W |81  |26 |54.00 |GREATER SEBRING ADVENTIST EDUCATIONAL RADIO                                 |   0.00 km |   0.00 mi |  0.00 deg |58.    m|0.0    m|-         |-       |-       |17.    m|1171511   |
|WERF-LP     |95.7  MHz |FL |239 |ND  |-                   |L1 |-  |LIC    |GAINESVILLE              |FL |US |BLL    -20070601ADF |0.063  kW |0.063  kW |37.9    |0.0     |134753     |N |29 |39 |49.10 |W |82  |28 |24.70 |FLORIDA EDUCATIONAL BROADCASTING, INC.                                      |   0.00 km |   0.00 mi |  0.00 deg |69.6   m|0.0    m|-         |-       |1235152 |42.6   m|1188801   |
|WPDD-LP     |95.7  MHz |FL |239 |ND  |-                   |L1 |-  |CP     |KISSIMMEE                |FL |US |BNPL   -20131114BVT |0.1    kW |0.     kW |26.9    |0.0     |193564     |N |28 |6  |9.00  |W |81  |26 |59.00 |IGLESIA NUEVA JERUSALEN                                                     |   0.00 km |   0.00 mi |  0.00 deg |44.1   m|0.0    m|-         |-       |-       |24.1   m|1633943   |
|WLJJ-LP     |95.7  MHz |FL |239 |ND  |-                   |L1 |-  |CP     |KISSIMMEE                |FL |US |BNPL   -20131107APK |0.054  kW |0.     kW |39.0    |0.0     |195388     |N |28 |21 |29.00 |W |81  |28 |56.00 |AUDITORIUM OF PRAYER AND WORSHIP INC.                                       |   0.00 km |   0.00 mi |  0.00 deg |62.    m|0.0    m|-         |-       |1239424 |35.    m|1667712   |
|WSGD-LP     |95.7  MHz |FL |239 |ND  |-                   |L1 |-  |CP     |LEHIGH ACRES             |FL |US |BNPL   -20131113AHH |0.0346 kW |0.     kW |50.0    |0.0     |194387     |N |26 |37 |34.00 |W |81  |46 |7.00  |SUMARRASE, INC.                                                             |   0.00 km |   0.00 mi |  0.00 deg |55.    m|0.0    m|-         |-       |1200499 |48.    m|1670292   |
|WVXE-LP     |95.7  MHz |FL |239 |ND  |-                   |L1 |-  |CP MOD |ORANGE PARK              |FL |US |BMPL   -20150806AAB |0.038  kW |0.     kW |47.9    |0.0     |195285     |N |30 |8  |6.00  |W |81  |46 |38.00 |CALVARY CHAPEL OF ORANGE PARK, INC.                                         |   0.00 km |   0.00 mi |  0.00 deg |59.    m|0.0    m|-         |-       |-       |32.2   m|1684842   |
|WRIA-LP     |95.7  MHz |FL |239 |ND  |-                   |L1 |-  |CP MOD |JACKSONVILLE             |FL |US |BMPL   -20160722AAH |0.1    kW |0.     kW |12.3    |0.0     |192585     |N |30 |20 |5.40  |W |81  |40 |3.10  |SCLC JACKSONVILLE FLORIDA                                                   |   0.00 km |   0.00 mi |  0.00 deg |18.    m|0.0    m|-         |-       |-       |12.    m|1732815   |
|WRMA        |95.7  MHz |FS |239 |ND  |-                   |C2 |-  |LIC    |NORTH MIAMI BEACH        |FL |US |BXLH   -20061011AAF |0.     kW |1.4    kW |0.0     |88.0    |48368      |N |25 |43 |56.00 |W |80  |14 |4.00  |WXDJ LICENSING, INC.                                                        |   0.00 km |   0.00 mi |  0.00 deg |0.0    m|90.2   m|-         |-       |1030015 |84.7   m|1144822   |
|WBTP        |95.7  MHz |FS |239 |DA  |-                   |C1 |-  |LIC    |CLEARWATER               |FL |US |BXLH   -20130412AAC |40.    kW |40.    kW |156.0   |156.0   |41382      |N |27 |55 |53.80 |W |82  |24 |4.60  |CLEAR CHANNEL BROADCASTING LICENSES, INC.                                   |   0.00 km |   0.00 mi |  0.00 deg |162.   m|162.0  m|109203    |0.      |1267122 |159.   m|1550494   |
|WRMA        |95.7  MHz |FA |239 |ND  |-                   |C2 |-  |USE    |NORTH MIAMI BEACH        |FL |US |-      --           |-      kW |-      kW |-       |-       |48368      |N |25 |42 |55.00 |W |80  |9  |17.00 |-                                                                           |   0.00 km |   0.00 mi |  0.00 deg |-      m|-      m|-         |-       |-       |0.     m|290632    |
|WBTP        |95.7  MHz |FA |239 |ND  |-                   |C1 |-  |USE    |CLEARWATER               |FL |US |-      --           |-      kW |-      kW |-       |-       |41382      |N |27 |52 |0.00  |W |82  |37 |27.00 |-                                                                           |   0.00 km |   0.00 mi |  0.00 deg |-      m|-      m|-         |-       |-       |0.     m|291939    |
|WPLV        |95.7  MHz |FA |239 |ND  |-                   |C3 |-  |USE    |NAVARRE                  |FL |US |-      --           |-      kW |-      kW |-       |-       |52024      |N |30 |26 |52.00 |W |86  |51 |55.00 |-                                                                           |   0.00 km |   0.00 mi |  0.00 deg |-      m|-      m|-         |-       |-       |0.     m|298609    |
|W239AL      |95.7  MHz |FX |239 |ND  |-                   |D  |-  |LIC    |FERNANDINA BEACH         |FL |US |BLFT   -20070425AIG |0.022  kW |0.022  kW |76.2    |0.0     |151739     |N |30 |39 |2.00  |W |81  |27 |23.00 |THOMAS B. DANIELS                                                           |   0.00 km |   0.00 mi |  0.00 deg |77.    m|77.0   m|78384     |-       |1030999 |72.    m|1183145   |
|W239CG      |95.7  MHz |FX |239 |ND  |-                   |D  |-  |CP     |BELLWOOD ESTATES         |FL |US |BNPFT  -20130826AFU |0.01   kW |0.01   kW |123.4   |0.0     |144620     |N |30 |29 |5.00  |W |84  |19 |54.00 |WAY MEDIA , INC.                                                            |   0.00 km |   0.00 mi |  0.00 deg |156.   m|156.0  m|115762    |-       |1030378 |100.   m|1567047   |
|W291CE      |95.7  MHz |FX |239 |ND  |-                   |D  |-  |CP     |GOLDEN GATE              |FL |US |BPFT   -20161024ABY |0.23   kW |0.23   kW |0.0     |0.0     |139116     |N |26 |12 |53.00 |W |81  |46 |57.00 |CALL COMMUNICATIONS GROUP, INC.                                             |   0.00 km |   0.00 mi |  0.00 deg |84.    m|84.0   m|126080    |-       |1025232 |81.    m|1742608   |
|WRBA        |95.9  MHz |FM |240 |ND  |-                   |C2 |-  |LIC    |SPRINGFIELD              |FL |US |BLH    -19930518KC  |50.    kW |50.    kW |86.0    |86.0    |63584      |N |30 |12 |12.00 |W |85  |36 |57.00 |POWELL BROADCASTING COMPANY, L.L.C.                                         |   0.00 km |   0.00 mi |  0.00 deg |90.    m|90.0   m|-         |-       |1029762 |82.    m|186410    |
|WROK-FM     |95.9  MHz |FM |240 |ND  |-                   |C3 |-  |LIC    |SEBASTIAN                |FL |US |BLH    -20010405AAB |25.    kW |25.    kW |88.0    |88.0    |59536      |N |27 |49 |5.00  |W |80  |37 |18.00 |CUMULUS LICENSING LLC                                                       |   0.00 km |   0.00 mi |  0.00 deg |94.    m|94.0   m|-         |-       |1220830 |87.    m|558378    |
|NEW         |95.9  MHz |FM |240 |ND  |-                   |A  |-  |APP    |OTTER CREEK              |FL |US |BNPED  -20100226AGX |6.     kW |6.     kW |75.0    |75.0    |185126     |N |29 |22 |58.60 |W |82  |42 |25.10 |FLORIDA COMMUNITY RADIO, INC.                                               |   0.00 km |   0.00 mi |  0.00 deg |67.    m|67.0   m|-         |-       |1236876 |69.    m|1444036   |
|WROK-FM     |95.9  MHz |FM |240 |ND  |-                   |C3 |-  |CP     |SEBASTIAN                |FL |US |BPH    -20150128AUC |21.5   kW |21.5   kW |108.6   |108.6   |59536      |N |27 |53 |21.00 |W |80  |33 |27.00 |CUMULUS LICENSING LLC                                                       |   0.00 km |   0.00 mi |  0.00 deg |112.4  m|112.4  m|-         |-       |1251493 |105.2  m|1668054   |
|NEW         |95.9  MHz |FM |240 |ND  |-                   |A  |-  |CP     |OTTER CREEK              |FL |US |BNPED  -20100226AGR |6.     kW |6.     kW |99.1    |99.1    |185070     |N |29 |19 |27.00 |W |82  |52 |16.00 |CITRUS COUNTY ASSOCIATION FOR RETARDED CITIZENS, INC.                       |   0.00 km |   0.00 mi |  0.00 deg |104.9  m|104.9  m|-         |-       |1300192 |97.    m|1739277   |
|WJRN-LP     |95.9  MHz |FL |240 |ND  |-                   |L1 |-  |LIC    |SUMMERFIELD              |FL |US |BLL    -20040825ACC |0.1    kW |0.1    kW |17.0    |0.0     |133510     |N |29 |0  |45.00 |W |82  |7  |31.00 |HISPANIC CHRISTIAN EDUCATION COMMUNICATION, INC.                            |   0.00 km |   0.00 mi |  0.00 deg |40.    m|0.0    m|-         |-       |-       |30.    m|1009158   |
|WAPQ-LP     |95.9  MHz |FL |240 |ND  |-                   |L1 |-  |LIC    |AVON PARK                |FL |US |BLL    -20050914ACZ |0.1    kW |0.1    kW |24.0    |0.0     |135640     |N |27 |37 |39.00 |W |81  |31 |24.00 |HIGHLANDS CHRISTIAN EDUCATION STATION                                       |   0.00 km |   0.00 mi |  0.00 deg |58.    m|0.0    m|-         |-       |-       |20.    m|1085014   |
|WGRL-LP     |95.9  MHz |FL |240 |ND  |-                   |L1 |-  |LIC    |SAINT CLOUD              |FL |US |BLL    -20161003AEN |0.087  kW |0.087  kW |32.0    |0.0     |195032     |N |28 |14 |25.50 |W |81  |18 |8.50  |K & A BROADCASTING GROUP CORP                                               |   0.00 km |   0.00 mi |  0.00 deg |50.    m|0.0    m|-         |-       |-       |27.    m|1741225   |
|941208MC    |95.9  MHz |FA |240 |ND  |-                   |C3 |-  |USE    |SEBASTIAN                |FL |US |-      --           |-      kW |-      kW |-       |-       |4442       |N |27 |49 |0.00  |W |80  |28 |12.00 |-                                                                           |   0.00 km |   0.00 mi |  0.00 deg |-      m|-      m|-         |-       |-       |0.     m|293061    |
|WRBA        |95.9  MHz |FA |240 |ND  |-                   |C2 |-  |USE    |SPRINGFIELD              |FL |US |-      --           |-      kW |-      kW |-       |-       |63584      |N |30 |12 |12.00 |W |85  |36 |57.00 |-                                                                           |   0.00 km |   0.00 mi |  0.00 deg |-      m|-      m|-         |-       |-       |0.     m|294964    |
|-           |95.9  MHz |FA |240 |ND  |-                   |A  |-  |VAC    |OTTER CREEK              |FL |US |-      --           |-      kW |-      kW |-       |-       |96481      |N |29 |16 |52.00 |W |82  |51 |42.00 |-                                                                           |   0.00 km |   0.00 mi |  0.00 deg |-      m|-      m|-         |-       |-       |0.     m|299823    |
|W240BV      |95.9  MHz |FX |240 |ND  |-                   |D  |-  |LIC    |ORLANDO                  |FL |US |BLFT   -20121018ACI |0.099  kW |0.099  kW |143.1   |0.0     |157091     |N |28 |36 |20.20 |W |81  |25 |5.00  |CENTRAL FLORIDA EDUCATIONAL FOUNDATION, INC.                                |   0.00 km |   0.00 mi |  0.00 deg |169.   m|169.0  m|109943    |-       |1244200 |140.   m|1520991   |
