
|-           |100.1 MHz |FA |261 |ND  |-                   |A  |-  |USE    |LIVE OAK                 |FL |US |RM     -11377       |-      kW |-      kW |-       |-       |0          |N |30 |12 |26.00 |W |83  |1  |26.00 |RTG RADIO, LLC                                                              |   0.00 km |   0.00 mi |  0.00 deg |-      m|-      m|-         |-       |-       |0.     m|1183358   |
|DW261CC     |100.1 MHz |FX |261 |DA  |-                   |D  |-  |LIC    |VERO BEACH               |FL |US |BLFT   -19910822TA  |0.013  kW |0.013  kW |36.0    |0.0     |21516      |N |27 |40 |53.00 |W |80  |24 |46.00 |FIRST BAPTIST CHURCH, INC.                                                  |   0.00 km |   0.00 mi |  0.00 deg |41.    m|41.0   m|14228     |0.      |-       |0.     m|164137    |
|W261BA      |100.1 MHz |FX |261 |ND  |-                   |D  |-  |LIC    |OCALA                    |FL |US |BLFT   -20070820AAS |0.08   kW |0.08   kW |48.0    |0.0     |144873     |N |29 |14 |16.00 |W |82  |7  |16.00 |RFENGINEERS.COM, INC                                                        |   0.00 km |   0.00 mi |  0.00 deg |70.    m|70.0   m|80312     |-       |1036813 |52.    m|1199189   |
|W261BA      |100.1 MHz |FX |261 |ND  |-                   |D  |-  |CP     |OCALA                    |FL |US |BPFT   -20150922ADX |0.25   kW |0.25   kW |0.0     |0.0     |144873     |N |29 |14 |16.00 |W |82  |7  |16.00 |RFENGINEERS.COM, INC                                                        |   0.00 km |   0.00 mi |  0.00 deg |179.   m|179.0  m|122223    |-       |1036813 |161.   m|1688305   |
|WRUM        |100.3 MHz |FM |262 |ND  |-                   |C  |-  |LIC    |ORLANDO                  |FL |US |BMLH   -20031010ADF |100.   kW |100.   kW |484.0   |484.0   |59976      |N |28 |34 |51.00 |W |81  |4  |32.00 |CLEAR CHANNEL BROADCASTING LICENSES, INC.                                   |   0.00 km |   0.00 mi |  0.00 deg |497.   m|497.0  m|-         |-       |1040401 |477.   m|692751    |
|WCTH        |100.3 MHz |FM |262 |ND  |-                   |C1 |-  |LIC    |PLANTATION KEY           |FL |US |BLH    -20070126AFO |100.   kW |100.   kW |141.0   |141.0   |60910      |N |24 |57 |34.00 |W |80  |34 |30.00 |FLORIDA KEYS MEDIA, LLC                                                     |   0.00 km |   0.00 mi |  0.00 deg |141.   m|141.0  m|-         |-       |1223674 |140.   m|1168142   |
|WTKE-FM     |100.3 MHz |FM |262 |ND  |-                   |A  |-  |LIC    |NICEVILLE                |FL |US |BLH    -20110510ABG |3.     kW |3.     kW |143.0   |143.0   |10055      |N |30 |24 |38.00 |W |86  |37 |22.00 |R. LEE HAGAN, RECEIVER FOR WTKE-FM                                          |   0.00 km |   0.00 mi |  0.00 deg |148.   m|148.0  m|-         |-       |1228891 |144.4  m|1398306   |
|WLML-FM     |100.3 MHz |FM |262 |ND  |-                   |A  |-  |LIC    |LAKE PARK                |FL |US |BLH    -20140228AGS |4.     kW |4.     kW |115.0   |115.0   |191525     |N |26 |45 |42.00 |W |80  |4  |42.00 |ROBINSON ENTERTAINMENT LLC                                                  |   0.00 km |   0.00 mi |  0.00 deg |118.   m|118.0  m|-         |-       |1031315 |113.   m|1621291   |
|WQNB-LP     |100.3 MHz |FL |262 |ND  |-                   |L1 |-  |CP MOD |MIAMI                    |FL |US |BMPL   -20160811ADZ |0.047  kW |0.     kW |42.0    |0.0     |196346     |N |25 |55 |42.90 |W |80  |11 |15.10 |BEWARE INC.                                                                 |   0.00 km |   0.00 mi |  0.00 deg |44.4   m|0.0    m|-         |-       |-       |42.    m|1736393   |
|WRUM        |100.3 MHz |FS |262 |ND  |-                   |C  |-  |LIC    |ORLANDO                  |FL |US |BXLH   -20081223AAN |9.     kW |9.     kW |452.0   |452.0   |59976      |N |28 |34 |50.90 |W |81  |4  |31.90 |CLEAR CHANNEL BROADCASTING LICENSES, INC.                                   |   0.00 km |   0.00 mi |  0.00 deg |462.   m|462.0  m|-         |-       |1040401 |442.   m|1285784   |
|WRUM        |100.3 MHz |FS |262 |ND  |-                   |C  |-  |LIC    |ORLANDO                  |FL |US |BXLH   -20140328AIB |4.4    kW |4.4    kW |118.0   |118.0   |59976      |N |28 |32 |22.00 |W |81  |26 |46.00 |CLEAR CHANNEL BROADCASTING LICENSES, INC.                                   |   0.00 km |   0.00 mi |  0.00 deg |146.   m|146.0  m|-         |-       |1038811 |117.   m|1630733   |
|880324MJ    |100.3 MHz |FA |262 |ND  |-                   |A  |-  |USE    |NICEVILLE                |FL |US |-      --           |-      kW |-      kW |-       |-       |4065       |N |30 |31 |18.00 |W |86  |29 |36.00 |-                                                                           |   0.00 km |   0.00 mi |  0.00 deg |-      m|-      m|-         |-       |-       |0.     m|293502    |
|WRUM        |100.3 MHz |FA |262 |ND  |-                   |C  |-  |USE    |ORLANDO                  |FL |US |-      --           |-      kW |-      kW |-       |-       |59976      |N |28 |36 |8.00  |W |81  |5  |37.00 |-                                                                           |   0.00 km |   0.00 mi |  0.00 deg |-      m|-      m|-         |-       |-       |0.     m|293813    |
|WCTH        |100.3 MHz |FA |262 |ND  |-                   |C1 |-  |USE    |PLANTATION KEY           |FL |US |-      --           |-      kW |-      kW |-       |-       |60910      |N |24 |57 |30.00 |W |80  |34 |30.00 |-                                                                           |   0.00 km |   0.00 mi |  0.00 deg |-      m|-      m|-         |-       |-       |0.     m|293815    |
|-           |100.3 MHz |FA |262 |ND  |-                   |A  |-  |USE    |LAKE PARK                |FL |US |RM     -10823       |-      kW |-      kW |-       |-       |0          |N |26 |45 |29.00 |W |80  |3  |28.00 |CHARLES CRAWFORD                                                            |   0.00 km |   0.00 mi |  0.00 deg |-      m|-      m|-         |-       |-       |0.     m|694260    |
|W262CP      |100.3 MHz |FX |262 |DA  |-                   |D  |-  |LIC    |BAYONET POINT            |FL |US |BLFT   -20141107AAW |0.     kW |0.25   kW |0.0     |0.0     |151587     |N |28 |10 |56.00 |W |82  |46 |6.00  |CITICASTERS LICENSES, INC.                                                  |   0.00 km |   0.00 mi |  0.00 deg |0.0    m|330.   m|119891    |0.      |1246632 |327.   m|1657007   |
|W262AG      |100.3 MHz |FX |262 |ND  |-                   |D  |-  |LIC    |JACKSONVILLE             |FL |US |BLFT   -20151224AAG |0.25   kW |0.25   kW |0.0     |0.0     |81215      |N |30 |16 |34.00 |W |81  |33 |51.00 |DELMARVA EDUCATIONAL ASSOCIATION                                            |   0.00 km |   0.00 mi |  0.00 deg |280.   m|280.0  m|122281    |-       |1020783 |271.   m|1697638   |
|W262CC      |100.3 MHz |FX |262 |ND  |-                   |D  |-  |LIC    |TALLAHASSEE              |FL |US |BLFT   -20160815AAA |0.027  kW |0.027  kW |0.0     |0.0     |148289     |N |30 |29 |16.00 |W |84  |16 |47.00 |COMMUNITY PUBLIC RADIO, INC.                                                |   0.00 km |   0.00 mi |  0.00 deg |112.   m|112.0  m|125005    |-       |1030679 |46.    m|1736480   |
|WOYS        |100.5 MHz |FM |263 |ND  |-                   |C3 |-  |LIC    |APALACHICOLA             |FL |US |BLH    -20030218AAG |11.5   kW |11.5   kW |145.0   |145.0   |56224      |N |29 |43 |57.00 |W |84  |53 |24.00 |EAST BAY BROADCASTING, INC.                                                 |   0.00 km |   0.00 mi |  0.00 deg |145.6  m|145.6  m|30396     |-       |1028587 |141.   m|627404    |
|WHHZ        |100.5 MHz |FM |263 |ND  |-                   |C2 |-  |LIC    |NEWBERRY                 |FL |US |BLH    -20040629AAM |44.    kW |44.    kW |143.0   |143.0   |48703      |N |29 |36 |29.00 |W |82  |51 |1.00  |MARC RADIO GAINESVILLE, LLC                                                 |   0.00 km |   0.00 mi |  0.00 deg |155.   m|155.0  m|-         |-       |1038441 |138.   m|1000191   |
|WDPI-LP     |100.5 MHz |FL |263 |ND  |-                   |L1 |-  |LIC    |PALATKA                  |FL |US |BLL    -20151005ABI |0.1    kW |0.1    kW |12.1    |0.0     |196298     |N |29 |38 |51.60 |W |81  |38 |17.60 |DOWNTOWN PALATKA, INC.                                                      |   0.00 km |   0.00 mi |  0.00 deg |19.    m|0.0    m|-         |-       |-       |13.    m|1690931   |
|WOYS        |100.5 MHz |FA |263 |ND  |-                   |C3 |-  |USE    |APALACHICOLA             |FL |US |-      --           |-      kW |-      kW |-       |-       |56224      |N |29 |43 |57.00 |W |84  |53 |24.00 |-                                                                           |   0.00 km |   0.00 mi |  0.00 deg |-      m|-      m|-         |-       |-       |0.     m|289622    |
|WHHZ        |100.5 MHz |FA |263 |ND  |-                   |C2 |-  |USE    |NEWBERRY                 |FL |US |-      --           |-      kW |-      kW |-       |-       |48703      |N |29 |36 |53.00 |W |82  |53 |0.00  |6 JOHNSON ROAD LICENSES, INC.                                               |   0.00 km |   0.00 mi |  0.00 deg |-      m|-      m|-         |-       |-       |0.     m|633171    |
|NEW         |100.5 MHz |FX |263 |ND  |-                   |D  |-  |APP    |VERO BEACH               |FL |US |BNPFT  -20030317LPH |0.25   kW |0.25   kW |48.8    |0.0     |157480     |N |27 |37 |12.00 |W |80  |25 |1.00  |VERO BEACH BROADCASTERS, LLC                                                |   0.00 km |   0.00 mi |  0.00 deg |55.    m|55.0   m|58000     |-       |-       |47.    m|650899    |
|W263AH      |100.5 MHz |FX |263 |ND  |-                   |D  |-  |LIC    |FT. PIERCE               |FL |US |BLFT   -20040521AAT |0.015  kW |0.015  kW |61.4    |0.0     |43706      |N |27 |25 |16.00 |W |80  |21 |25.00 |THE MOODY BIBLE INSTITUTE OF CHICAGO                                        |   0.00 km |   0.00 mi |  0.00 deg |66.    m|66.0   m|40008     |-       |-       |61.    m|994874    |
|W263BO      |100.5 MHz |FX |263 |DA  |-                   |D  |-  |LIC    |KEY WEST, ETC.           |FL |US |BLFT   -20060518ACA |0.237  kW |0.154  kW |46.0    |0.0     |59322      |N |24 |34 |58.00 |W |81  |46 |0.00  |THE SCHOOL BOARD OF MIAMI - DADE COUNTY, FL                                 |   0.00 km |   0.00 mi |  0.00 deg |46.    m|46.0   m|71965     |0.      |1029597 |45.    m|1130201   |
|W263BY      |100.5 MHz |FX |263 |ND  |-                   |D  |-  |LIC    |NAPLES                   |FL |US |BLFT   -20101122AFN |0.25   kW |0.25   kW |31.0    |0.0     |139928     |N |26 |3  |10.00 |W |81  |42 |11.00 |OSCAR AGUERO MINISTRY                                                       |   0.00 km |   0.00 mi |  0.00 deg |31.    m|31.0   m|100301    |-       |1247123 |30.    m|1407255   |
|W263BI      |100.5 MHz |FX |263 |ND  |-                   |D  |-  |LIC    |FORT                     |FL |US |BLFT   -20120404ABI |0.25   kW |0.25   kW |320.8   |0.0     |143063     |N |26 |47 |7.00  |W |81  |47 |47.00 |WAY MEDIA , INC.                                                            |   0.00 km |   0.00 mi |  0.00 deg |329.   m|329.0  m|106882    |-       |1213076 |320.   m|1495012   |
|W263BT      |100.5 MHz |FX |263 |ND  |-                   |D  |-  |LIC    |CLEWISTON                |FL |US |BLFT   -20150317AAB |0.25   kW |0.25   kW |0.0     |0.0     |61505      |N |26 |42 |35.00 |W |80  |54 |0.00  |GLADES MEDIA COMPANY LLC                                                    |   0.00 km |   0.00 mi |  0.00 deg |183.   m|183.0  m|120727    |-       |1028335 |178.   m|1673816   |
|W263CJ      |100.5 MHz |FX |263 |ND  |-                   |D  |-  |LIC    |IMMOKALEE                |FL |US |BLFT   -20161011ABP |0.05   kW |0.05   kW |0.0     |0.0     |138845     |N |26 |24 |34.00 |W |81  |25 |48.00 |GLADES MEDIA COMPANY, LLC                                                   |   0.00 km |   0.00 mi |  0.00 deg |75.    m|75.0   m|121398    |-       |1232993 |68.    m|1741384   |
|WFLA-FM     |100.7 MHz |FM |264 |ND  |-                   |C3 |-  |LIC    |MIDWAY                   |FL |US |BMLH   -20020222AAQ |11.5   kW |11.5   kW |149.0   |149.0   |5379       |N |30 |29 |32.00 |W |84  |17 |13.00 |CLEAR CHANNEL BROADCASTING LICENSES, INC.                                   |   0.00 km |   0.00 mi |  0.00 deg |184.   m|184.0  m|-         |-       |1030925 |111.   m|595000    |
|WHYI-FM     |100.7 MHz |FM |264 |DA  |-                   |C0 |-  |LIC    |FORT LAUDERDALE          |FL |US |BLH    -20050225AAQ |100.   kW |100.   kW |307.0   |307.0   |41381      |N |25 |58 |2.00  |W |80  |12 |34.00 |CLEAR CHANNEL BROADCASTING LICENSES, INC.                                   |   0.00 km |   0.00 mi |  0.00 deg |308.   m|308.0  m|64676     |0.      |1028046 |306.   m|1047699   |
|WJTQ        |100.7 MHz |FM |264 |ND  |-                   |C  |-  |LIC    |PENSACOLA                |FL |US |BLH    -20050627AAV |100.   kW |100.   kW |520.5   |520.5   |12143      |N |30 |36 |45.00 |W |87  |38 |43.00 |CUMULUS LICENSING LLC                                                       |   0.00 km |   0.00 mi |  0.00 deg |553.4  m|553.4  m|-         |-       |1212516 |508.6  m|1068659   |
|WMTX        |100.7 MHz |FM |264 |ND  |-                   |C  |-  |LIC    |TAMPA                    |FL |US |BLH    -20111005AAC |100.   kW |100.   kW |472.0   |472.0   |23078      |N |27 |49 |9.70  |W |82  |15 |38.70 |CITICASTERS LICENSES, INC.                                                  |   0.00 km |   0.00 mi |  0.00 deg |491.   m|491.0  m|-         |-       |1057473 |467.   m|1420436   |
|WEHR-LP     |100.7 MHz |FL |264 |ND  |-                   |L1 |-  |LIC    |PORT SAINT LUCIE         |FL |US |BLL    -20130208AAA |0.089  kW |0.089  kW |32.0    |0.0     |135196     |N |27 |16 |29.00 |W |80  |17 |11.00 |ETERNAL HOPE RADIO BROADCASTING CORPORATION                                 |   0.00 km |   0.00 mi |  0.00 deg |34.    m|0.0    m|-         |-       |1052692 |30.    m|1547203   |
|WZQR-LP     |100.7 MHz |FL |264 |ND  |-                   |L1 |-  |LIC    |BOKEELIA                 |FL |US |BLL    -20140702ABJ |0.1    kW |0.1    kW |14.7    |0.0     |195776     |N |26 |38 |36.20 |W |82  |7  |36.50 |PINE ISLAND COMMUNITY RADIO CORPORATION                                     |   0.00 km |   0.00 mi |  0.00 deg |15.5   m|0.0    m|-         |-       |-       |6.5    m|1642810   |
|WUOH-LP     |100.7 MHz |FL |264 |ND  |-                   |L1 |-  |LIC    |ORLANDO                  |FL |US |BLL    -20150423ABL |0.01   kW |0.01   kW |91.6    |0.0     |196508     |N |28 |34 |7.00  |W |81  |13 |55.00 |VOZ LATINA BROADCASTING INC.                                                |   0.00 km |   0.00 mi |  0.00 deg |112.   m|0.0    m|-         |-       |1034290 |90.    m|1676833   |
|WCKP-LP     |100.7 MHz |FL |264 |ND  |-                   |L1 |-  |LIC    |OCALA                    |FL |US |BLL    -20160816AAY |0.072  kW |0.072  kW |36.0    |0.0     |193759     |N |29 |7  |36.00 |W |82  |4  |31.00 |AGAPE WORLD CHRISTIAN MINISTRIES AND TRAINING CENTER, INC                   |   0.00 km |   0.00 mi |  0.00 deg |57.    m|0.0    m|-         |-       |-       |29.    m|1736680   |
|WJTQ        |100.7 MHz |FS |264 |ND  |-                   |CC |-  |LIC    |PENSACOLA                |FL |US |BMLH   -19860117KD  |100.   kW |100.   kW |152.0   |152.0   |12143      |N |30 |36 |19.00 |W |87  |21 |31.00 |CUMULUS LICENSING LLC                                                       |   0.00 km |   0.00 mi |  0.00 deg |179.   m|179.0  m|-         |-       |-       |133.   m|85095     |
|WHYI-FM     |100.7 MHz |FS |264 |ND  |-                   |C0 |-  |LIC    |FORT LAUDERDALE          |FL |US |BXLH   -20041227AAY |62.57  kW |62.57  kW |214.0   |214.0   |41381      |N |25 |58 |2.00  |W |80  |12 |34.00 |CLEAR CHANNEL BROADCASTING LICENSES, INC.                                   |   0.00 km |   0.00 mi |  0.00 deg |215.   m|215.0  m|-         |-       |1028046 |213.   m|1001797   |
|WMTX        |100.7 MHz |FS |264 |ND  |-                   |C  |-  |LIC    |TAMPA                    |FL |US |BXLH   -20111019AHE |10.    kW |10.    kW |453.0   |453.0   |23078      |N |27 |49 |9.70  |W |82  |15 |38.70 |CITICASTERS LICENSES, INC.                                                  |   0.00 km |   0.00 mi |  0.00 deg |472.   m|472.0  m|-         |-       |1057473 |448.   m|1450779   |
|WMTX        |100.7 MHz |FS |264 |ND  |-                   |C  |-  |LIC    |TAMPA                    |FL |US |BXLH   -20121128AYX |100.   kW |100.   kW |288.0   |288.0   |23078      |N |27 |49 |9.70  |W |82  |15 |38.70 |CITICASTERS LICENSES, INC.                                                  |   0.00 km |   0.00 mi |  0.00 deg |307.   m|307.0  m|-         |-       |1057473 |283.   m|1528496   |
|WHYI-FM     |100.7 MHz |FS |264 |ND  |-                   |C  |-  |LIC    |FORT LAUDERDALE          |FL |US |BXLH   -20121220AAH |42.    kW |42.    kW |283.0   |283.0   |41381      |N |25 |59 |9.00  |W |80  |11 |37.00 |CLEAR CHANNEL BROADCASTING LICENSES, INC.                                   |   0.00 km |   0.00 mi |  0.00 deg |283.   m|283.0  m|-         |-       |1224225 |280.   m|1534225   |
|WFLA-FM     |100.7 MHz |FA |264 |ND  |-                   |C3 |-  |USE    |MIDWAY                   |FL |US |-      --           |-      kW |-      kW |-       |-       |5379       |N |30 |32 |22.00 |W |84  |21 |54.00 |-                                                                           |   0.00 km |   0.00 mi |  0.00 deg |-      m|-      m|-         |-       |-       |0.     m|290337    |
|WJTQ        |100.7 MHz |FA |264 |ND  |-                   |C  |-  |USE    |PENSACOLA                |FL |US |-      --           |-      kW |-      kW |-       |-       |12143      |N |30 |37 |35.00 |W |87  |38 |50.00 |-                                                                           |   0.00 km |   0.00 mi |  0.00 deg |-      m|-      m|-         |-       |-       |0.     m|293931    |
|WMTX        |100.7 MHz |FA |264 |ND  |-                   |C  |-  |USE    |TAMPA                    |FL |US |-      --           |-      kW |-      kW |-       |-       |23078      |N |27 |50 |32.00 |W |82  |15 |46.00 |-                                                                           |   0.00 km |   0.00 mi |  0.00 deg |-      m|-      m|-         |-       |-       |0.     m|300482    |
|WHYI-FM     |100.7 MHz |FA |264 |ND  |-                   |C0 |-  |USE    |FORT LAUDERDALE          |FL |US |RM     -10823       |-      kW |-      kW |-       |-       |41381      |N |25 |57 |59.00 |W |80  |12 |33.00 |CHARLES CRAWFORD                                                            |   0.00 km |   0.00 mi |  0.00 deg |-      m|-      m|-         |-       |-       |0.     m|694280    |
|W264AS      |100.7 MHz |FX |264 |DA  |-                   |D  |-  |LIC    |MELBOURNE                |FL |US |BLFT   -20161006ACT |0.25   kW |0.25   kW |0.0     |0.0     |144128     |N |28 |8  |12.00 |W |80  |42 |13.00 |NATIONAL CHRISTIAN NETWORK, INC.                                            |   0.00 km |   0.00 mi |  0.00 deg |147.   m|147.0  m|125741    |70.     |1027710 |140.   m|1741406   |
|WJAQ        |100.9 MHz |FM |265 |ND  |-                   |A  |-  |LIC    |MARIANNA                 |FL |US |BMLH   -19941123KG  |5.9    kW |0.     kW |101.0   |0.0     |6748       |N |30 |47 |1.00  |W |85  |15 |18.00 |MFR, INC.                                                                   |   0.00 km |   0.00 mi |  0.00 deg |134.   m|0.0    m|-         |-       |-       |81.    m|204324    |
|WXJZ        |100.9 MHz |FM |265 |ND  |-                   |A  |-  |LIC    |GAINESVILLE              |FL |US |BMLH   -19980504KE  |6.     kW |6.     kW |91.0    |91.0    |3057       |N |29 |38 |3.00  |W |82  |18 |50.00 |JVC MEDIA OF FLORIDA, LLC                                                   |   0.00 km |   0.00 mi |  0.00 deg |123.   m|123.0  m|-         |-       |1033129 |84.    m|266565    |
|WXJZ        |100.9 MHz |FA |265 |ND  |-                   |A  |-  |USE    |GAINESVILLE              |FL |US |-      --           |-      kW |-      kW |-       |-       |3057       |N |29 |38 |2.00  |W |82  |18 |50.00 |-                                                                           |   0.00 km |   0.00 mi |  0.00 deg |-      m|-      m|-         |-       |-       |0.     m|294030    |
|WJAQ        |100.9 MHz |FA |265 |ND  |-                   |A  |-  |USE    |MARIANNA                 |FL |US |-      --           |-      kW |-      kW |-       |-       |6748       |N |30 |47 |1.00  |W |85  |15 |18.00 |-                                                                           |   0.00 km |   0.00 mi |  0.00 deg |-      m|-      m|-         |-       |-       |0.     m|294033    |
|NEW         |100.9 MHz |FX |265 |ND  |-                   |D  |-  |APP    |NEVINS                   |FL |US |BNPFT  -20030314BQE |0.25   kW |0.25   kW |55.9    |0.0     |139433     |N |27 |36 |5.00  |W |80  |23 |34.00 |CAPSTAR TX LIMITED PARTNERSHIP                                              |   0.00 km |   0.00 mi |  0.00 deg |61.    m|61.0   m|50149     |-       |1229330 |55.    m|630343    |
|W265BJ      |100.9 MHz |FX |265 |ND  |-                   |D  |-  |LIC    |CRYSTAL RIVER            |FL |US |BLFT   -20050830AAP |0.055  kW |0.055  kW |53.3    |0.0     |140255     |N |28 |53 |1.00  |W |82  |31 |21.00 |BIBLE BROADCASTING NETWORK, INC.                                            |   0.00 km |   0.00 mi |  0.00 deg |68.    m|68.0   m|69544     |-       |1245964 |50.    m|1081558   |
|W265BV      |100.9 MHz |FX |265 |ND  |-                   |D  |-  |LIC    |OKEECHOBEE               |FL |US |BLFT   -20090303AAD |0.25   kW |0.25   kW |54.2    |0.0     |140493     |N |27 |12 |57.00 |W |80  |48 |42.00 |GLADES MEDIA COMPANY LLC                                                    |   0.00 km |   0.00 mi |  0.00 deg |61.    m|61.0   m|91700     |-       |1253683 |56.    m|1298436   |
|W265CF      |100.9 MHz |FX |265 |ND  |-                   |D  |-  |LIC    |PALM COAST               |FL |US |BLFT   -20130610ACE |0.25   kW |0.25   kW |111.7   |0.0     |86933      |N |29 |32 |7.00  |W |81  |15 |50.00 |FLAGLER BROADCASTING, LLC                                                   |   0.00 km |   0.00 mi |  0.00 deg |119.   m|119.0  m|109916    |-       |1031726 |110.   m|1558837   |
|W212CG      |100.9 MHz |FX |265 |DA  |-                   |D  |-  |CP     |WEST PALM BEACH          |FL |US |BPFT   -20160111ABF |0.     kW |0.001  kW |0.0     |0.0     |123364     |N |26 |45 |35.00 |W |80  |8  |40.00 |WAY MEDIA , INC.                                                            |   0.00 km |   0.00 mi |  0.00 deg |0.0    m|21.    m|16124     |35.     |1031808 |14.    m|1717473   |
|W265BV      |100.9 MHz |FX |265 |DA  |-                   |D  |-  |CP MOD |OKEECHOBEE               |FL |US |BMPFT  -20160113AAE |0.25   kW |0.25   kW |0.0     |0.0     |140493     |N |27 |14 |22.00 |W |80  |45 |11.00 |GLADES MEDIA COMPANY LLC                                                    |   0.00 km |   0.00 mi |  0.00 deg |154.   m|154.0  m|122943    |0.      |1060830 |146.   m|1717771   |
|W265DD      |100.9 MHz |FX |265 |ND  |-                   |D  |-  |LIC    |ST. AUGUSTINE            |FL |US |BLFT   -20160401AZB |0.25   kW |0.25   kW |0.0     |0.0     |147954     |N |29 |57 |57.00 |W |81  |28 |36.00 |DELMARVA EDUCATIONAL ASSOCIATION                                            |   0.00 km |   0.00 mi |  0.00 deg |61.    m|61.0   m|122585    |-       |1028646 |53.    m|1725648   |
|WJRR        |101.1 MHz |FM |266 |ND  |-                   |C  |-  |LIC    |COCOA BEACH              |FL |US |BMLH   -20031010ADE |100.   kW |100.   kW |487.0   |487.0   |51983      |N |28 |34 |51.00 |W |81  |4  |32.00 |CLEAR CHANNEL BROADCASTING LICENSES, INC.                                   |   0.00 km |   0.00 mi |  0.00 deg |500.   m|500.0  m|-         |-       |-       |480.   m|692776    |
|WYOO        |101.1 MHz |FM |266 |DA  |-                   |C3 |-  |LIC    |SPRINGFIELD              |FL |US |BLH    -20031030ABX |12.    kW |12.    kW |123.1   |123.1   |67074      |N |30 |10 |44.00 |W |85  |46 |55.00 |MAGIC BROADCASTING II, LLC                                                  |   0.00 km |   0.00 mi |  0.00 deg |123.7  m|123.7  m|59325     |0.      |1027323 |118.8  m|693667    |
|WAVV        |101.1 MHz |FM |266 |ND  |-                   |C1 |-  |LIC    |NAPLES PARK              |FL |US |BLH    -20070713AAF |100.   kW |100.   kW |298.9   |298.9   |1154       |N |26 |10 |58.00 |W |81  |34 |30.00 |ALPINE BROADCASTING CORPORATION                                             |   0.00 km |   0.00 mi |  0.00 deg |299.4  m|299.4  m|-         |-       |1020484 |295.5  m|1191974   |
|WPRD-LP     |101.1 MHz |FL |266 |ND  |-                   |L1 |-  |CP     |PALAKTA                  |FL |US |BNPL   -20010615BDW |0.054  kW |0.     kW |41.0    |0.0     |135742     |N |29 |38 |23.00 |W |81  |38 |26.00 |MINORITY EDUCATIONAL BROADCASTING, INC.                                     |   0.00 km |   0.00 mi |  0.00 deg |47.    m|0.0    m|-         |-       |1027442 |44.    m|1419710   |
|NEW         |101.1 MHz |FL |266 |ND  |-                   |L1 |-  |CP     |BOCA RATON               |FL |US |BNPL   -20131108ADW |0.029  kW |0.     kW |55.0    |0.0     |195477     |N |26 |18 |5.80  |W |80  |9  |1.90  |ALL MEDIA SERVICES OF AMERICA INC                                           |   0.00 km |   0.00 mi |  0.00 deg |54.7   m|0.0    m|-         |-       |1019595 |50.2   m|1674247   |
|WDZP-LP     |101.1 MHz |FL |266 |ND  |-                   |L1 |-  |LIC    |WEST PALM BEACH          |FL |US |BLL    -20150326ABY |0.097  kW |0.097  kW |15.7    |0.0     |194790     |N |26 |42 |21.70 |W |80  |6  |8.00  |CARIBBEAN HERITAGE FOUNDATION                                               |   0.00 km |   0.00 mi |  0.00 deg |18.9   m|0.0    m|-         |-       |-       |14.    m|1674837   |
|WDKK-LP     |101.1 MHz |FL |266 |ND  |-                   |L1 |-  |CP MOD |HOLLYWOOD                |FL |US |BMPL   -20150901ADO |0.0636 kW |0.     kW |37.6    |0.0     |191815     |N |25 |59 |40.87 |W |80  |11 |19.03 |AMERICAN MULTI-MEDIA SYNDICATE INC                                          |   0.00 km |   0.00 mi |  0.00 deg |39.7   m|0.0    m|-         |-       |1254433 |36.    m|1682838   |
|WUDN-LP     |101.1 MHz |FL |266 |ND  |-                   |L1 |-  |LIC    |SARASOTA                 |FL |US |BLL    -20150731ATM |0.09   kW |0.09   kW |32.0    |0.0     |196577     |N |27 |28 |30.00 |W |82  |31 |47.00 |UNIDOS NOW                                                                  |   0.00 km |   0.00 mi |  0.00 deg |36.8   m|0.0    m|-         |-       |1239266 |32.3   m|1684458   |
|WDZP-LP     |101.1 MHz |FL |266 |ND  |-                   |L1 |-  |CP     |WEST PALM BEACH          |FL |US |BPL    -20151228ALU |0.043  kW |0.     kW |46.0    |0.0     |194790     |N |26 |42 |48.00 |W |80  |5  |35.40 |CARIBBEAN HERITAGE FOUNDATION                                               |   0.00 km |   0.00 mi |  0.00 deg |49.    m|0.0    m|-         |-       |-       |44.    m|1717355   |
|WDVS-LP     |101.1 MHz |FL |266 |ND  |-                   |L1 |-  |CP MOD |MIAMI                    |FL |US |BMPL   -20160516AAA |0.075  kW |0.     kW |35.0    |0.0     |192329     |N |25 |46 |12.30 |W |80  |14 |22.70 |SOUTH FLORIDA FM INC                                                        |   0.00 km |   0.00 mi |  0.00 deg |34.6   m|0.0    m|-         |-       |1056900 |31.    m|1728990   |
|WJRR        |101.1 MHz |FS |266 |ND  |-                   |C  |-  |LIC    |COCOA BEACH              |FL |US |BXLH   -20070920ACK |9.     kW |9.     kW |391.0   |391.0   |51983      |N |28 |34 |51.00 |W |81  |4  |32.00 |CLEAR CHANNEL BROADCASTING LICENSES, INC.                                   |   0.00 km |   0.00 mi |  0.00 deg |401.   m|401.0  m|-         |-       |1040401 |381.   m|1206021   |
|WJRR        |101.1 MHz |FS |266 |ND  |-                   |C  |-  |LIC    |COCOA BEACH              |FL |US |BXLH   -20081231AAG |9.     kW |9.     kW |452.0   |452.0   |51983      |N |28 |34 |50.90 |W |81  |4  |31.90 |CLEAR CHANNEL BROADCASTING LICENSES, INC.                                   |   0.00 km |   0.00 mi |  0.00 deg |462.   m|462.0  m|-         |-       |1040401 |442.   m|1285660   |
